iter	Passed	Remaining
225	564	1931
226	565	1926
227	567	1920
228	568	1914
229	570	1908
230	571	1903
231	573	1898
232	574	1892
233	576	1887
234	578	1882
235	580	1877
236	581	1873
237	583	1868
238	585	1864
239	587	1859
240	589	1855
241	590	1850
242	592	1846
243	594	1841
244	595	1836
245	597	1831
246	599	1826
247	601	1823
248	602	1818
249	604	1813
250	606	1808
251	607	1803
252	609	1799
253	610	1794
254	612	1789
255	613	1783
256	615	1779
257	616	1774
258	618	1769
259	620	1764
260	621	1760
261	623	1754
262	624	1750
263	626	1745
264	627	1740
265	628	1735
266	630	1731
267	632	1726
268	634	1723
269	635	1718
270	638	1716
271	639	1712
272	641	1707
273	643	1704
274	645	1702
275	647	1698
276	649	1694
277	651	1692
278	653	1688
279	655	1684
280	656	1679
281	658	1677
282	660	1672
283	661	1668
284	663	1663
285	664	1660
286	666	1655
287	668	1651
288	669	1647
289	670	1642
290	672	1637
291	673	1633
292	684	1652
293	686	1647
294	687	1643
295	689	1639
296	690	1634
297	691	1629
298	693	1626
299	694	1621
300	696	1617
301	697	1613
302	699	1608
303	700	1604
304	702	1600
305	703	1595
306	705	1592
307	706	1588
308	708	1583
309	709	1580
310	711	1576
311	712	1572
312	714	1568
313	715	1563
314	717	1560
315	719	1556
316	720	1552
317	721	1548
318	723	1544
319	724	1540
320	726	1536
321	727	1532
322	729	1528
323	730	1524
324	732	1521
325	734	1518
326	735	1514
327	737	1510
328	738	1506
329	739	1502
330	741	1498
331	743	1495
332	744	1490
333	745	1487
334	747	1483
335	749	1480
336	750	1476
337	751	1472
338	753	1469
339	755	1465
340	756	1461
341	758	1458
342	759	1454
343	761	1451
344	762	1447
345	764	1444
346	765	1441
347	767	1437
348	768	1433
349	769	1429
350	771	1426
351	773	1423
352	774	1420
353	776	1417
354	778	1415
355	780	1411
356	782	1408
357	785	1408
358	787	1406
359	789	1402
360	790	1399
361	792	1396
362	793	1392
363	795	1389
364	796	1385
365	798	1382
366	799	1379
367	800	1375
368	802	1372
369	804	1369
370	805	1365
371	806	1362
372	808	1358
373	809	1355
374	811	1351
375	812	1348
376	814	1345
377	815	1342
378	817	1339
379	818	1335
380	820	1333
381	821	1329
382	823	1325
383	824	1322
384	826	1319
385	827	1316
386	829	1313
387	830	1310
388	832	1307
389	834	1304
390	835	1301
391	837	1298
392	838	1295
393	840	1292
394	841	1289
395	843	1286
396	845	1283
397	846	1280
398	848	1277
399	849	1274
400	851	1271
401	852	1268
402	854	1265
403	855	1262
404	857	1259
405	859	1256
406	860	1254
407	861	1250
408	863	1247
409	864	1244
410	866	1241
411	867	1238
412	869	1235
413	871	1233
414	872	1230
415	873	1226
416	875	1224
417	876	1220
418	878	1217
419	879	1214
420	881	1211
421	882	1208
422	883	1205
423	885	1202
424	886	1199
425	888	1197
426	890	1194
427	891	1191
428	893	1188
429	894	1185
430	896	1182
431	897	1180
432	898	1177
433	900	1174
434	902	1171
435	903	1168
436	904	1165
437	906	1162
438	908	1160
439	909	1157
440	911	1155
441	913	1153
442	914	1150
443	916	1147
444	917	1144
445	920	1143
446	922	1140
447	924	1138
448	925	1135
449	927	1133
450	928	1130
451	930	1127
452	932	1125
453	933	1123
454	935	1120
455	937	1118
456	938	1115
457	940	1112
458	941	1110
459	943	1107
460	944	1104
461	946	1101
462	947	1099
463	949	1096
464	950	1093
465	952	1091
466	953	1088
467	955	1085
468	956	1083
469	958	1080
470	960	1078
471	961	1075
472	963	1073
473	964	1070
474	966	1067
475	967	1065
476	968	1062
477	970	1059
478	971	1056
479	973	1054
480	974	1051
481	976	1049
482	977	1046
483	979	1043
484	980	1041
485	982	1038
486	983	1036
487	985	1033
488	986	1030
489	988	1028
490	989	1025
491	991	1023
492	992	1020
493	993	1018
494	995	1015
495	997	1013
496	998	1010
497	999	1007
498	1001	1005
499	1002	1002
500	1004	1000
501	1005	997
502	1007	995
503	1008	992
504	1010	990
505	1011	987
506	1013	985
507	1014	982
508	1016	980
509	1017	977
510	1019	975
511	1021	973
512	1022	970
513	1024	968
514	1026	966
515	1027	963
516	1029	961
517	1031	959
518	1032	957
519	1034	954
520	1035	952
521	1037	949
522	1038	947
523	1040	945
524	1041	942
525	1044	940
526	1046	939
527	1048	937
528	1050	934
529	1052	933
530	1053	930
531	1056	929
532	1058	927
533	1060	925
534	1061	922
535	1063	920
536	1065	918
537	1067	916
538	1068	913
539	1070	911
540	1071	909
541	1073	907
542	1075	905
543	1076	902
544	1078	900
545	1080	898
546	1081	896
547	1083	893
548	1085	891
549	1086	889
550	1088	886
551	1089	884
552	1091	882
553	1093	879
554	1094	877
555	1096	875
556	1097	872
557	1099	870
558	1100	868
559	1102	866
560	1103	863
561	1105	861
562	1106	859
563	1108	856
564	1109	854
565	1111	851
566	1112	849
567	1114	847
568	1115	845
569	1117	843
570	1119	840
571	1120	838
572	1122	836
573	1124	834
574	1126	832
575	1127	830
576	1129	827
577	1130	825
578	1132	823
579	1133	820
580	1135	818
581	1136	816
582	1138	814
583	1139	811
584	1141	809
585	1142	807
586	1144	805
587	1145	802
588	1147	800
589	1148	798
590	1150	796
591	1152	794
592	1153	791
593	1155	789
594	1156	787
595	1157	784
596	1159	782
597	1160	780
598	1162	778
599	1163	775
600	1165	773
601	1166	771
602	1168	769
603	1169	766
604	1171	764
605	1173	762
606	1174	760
607	1176	758
608	1177	756
609	1179	754
610	1181	751
611	1182	749
612	1184	747
613	1186	745
614	1188	743
615	1190	741
616	1191	739
617	1193	737
618	1194	735
619	1196	733
620	1198	731
621	1199	729
622	1201	726
623	1202	724
624	1204	722
625	1205	720
626	1206	717
627	1208	715
628	1209	713
629	1211	711
630	1213	709
631	1214	707
632	1216	705
633	1217	702
634	1219	700
635	1220	698
636	1222	696
637	1223	694
638	1225	692
639	1226	689
640	1228	687
641	1229	685
642	1230	683
643	1232	681
644	1233	679
645	1235	676
646	1237	674
647	1238	672
648	1240	670
649	1241	668
650	1243	666
651	1244	664
652	1245	662
653	1247	659
654	1248	657
655	1250	655
656	1251	653
657	1252	651
658	1254	649
659	1256	647
660	1257	645
661	1259	643
662	1260	640
663	1262	638
664	1263	636
665	1265	634
666	1267	632
667	1268	630
668	1270	628
669	1271	626
670	1273	624
671	1274	622
672	1276	620
673	1277	618
674	1279	615
675	1280	613
676	1282	611
677	1283	609
678	1285	607
679	1286	605
680	1288	603
681	1289	601
682	1291	599
683	1293	597
684	1294	595
685	1295	593
686	1297	591
687	1298	589
688	1300	586
689	1301	584
690	1303	582
691	1305	580
692	1306	578
693	1307	576
694	1313	576
695	1315	574
696	1317	572
697	1319	570
698	1321	568
699	1323	567
700	1324	565
701	1326	563
702	1328	561
703	1330	559
704	1332	557
705	1333	555
706	1335	553
707	1336	551
708	1338	549
709	1340	547
710	1341	545
711	1343	543
712	1344	541
713	1345	539
714	1347	537
715	1349	535
716	1350	533
717	1352	531
718	1353	529
719	1355	526
720	1356	524
721	1357	522
722	1359	520
723	1360	518
724	1362	516
725	1363	514
726	1365	512
727	1367	510
728	1368	508
729	1370	506
730	1371	504
731	1373	502
732	1374	500
733	1376	498
734	1377	496
735	1378	494
736	1380	492
737	1381	490
738	1382	488
739	1384	486
740	1385	484
741	1387	482
742	1389	480
743	1391	478
744	1392	476
745	1394	474
746	1395	472
747	1397	470
748	1398	468
749	1400	466
750	1401	464
751	1403	462
752	1404	460
753	1406	458
754	1407	456
755	1409	454
756	1411	452
757	1412	451
758	1414	449
759	1416	447
760	1417	445
761	1419	443
762	1420	441
763	1421	439
764	1423	437
765	1425	435
766	1426	433
767	1428	431
768	1429	429
769	1430	427
770	1432	425
771	1434	423
772	1435	421
773	1437	419
774	1439	417
775	1440	415
776	1441	413
777	1443	411
778	1444	409
779	1446	407
780	1447	405
781	1449	404
782	1450	402
783	1452	400
784	1454	398
785	1455	396
786	1457	394
787	1460	392
788	1462	391
789	1463	389
790	1466	387
791	1468	385
792	1469	383
793	1470	381
794	1472	379
795	1474	377
796	1476	375
797	1477	374
798	1479	372
799	1481	370
800	1482	368
801	1484	366
802	1485	364
803	1487	362
804	1489	360
805	1490	358
806	1492	356
807	1498	356
808	1501	354
809	1505	353
810	1507	351
811	1509	349
812	1515	348
813	1517	346
814	1520	345
815	1523	343
816	1525	341
817	1527	339
818	1529	337
819	1531	336
820	1533	334
821	1535	332
822	1537	330
823	1539	328
824	1541	326
825	1543	325
826	1545	323
827	1548	321
828	1550	319
829	1551	317
830	1553	315
831	1554	313
832	1556	311
833	1557	309
834	1558	308
835	1560	306
836	1562	304
837	1564	302
838	1569	301
839	1571	299
840	1573	297
841	1575	295
842	1577	293
843	1579	291
844	1580	289
845	1583	288
846	1585	286
847	1586	284
848	1590	282
849	1592	281
850	1594	279
851	1596	277
852	1597	275
853	1599	273
854	1600	271
855	1602	269
856	1603	267
857	1605	265
858	1607	263
859	1608	261
860	1610	260
861	1612	258
862	1613	256
863	1615	254
864	1617	252
865	1618	250
866	1620	248
867	1621	246
868	1623	244
869	1624	242
870	1626	240
871	1628	239
872	1630	237
873	1631	235
874	1633	233
875	1634	231
876	1636	229
877	1637	227
878	1639	225
879	1640	223
880	1642	221
881	1643	219
882	1645	217
883	1646	216
884	1648	214
885	1649	212
886	1651	210
887	1652	208
888	1654	206
889	1655	204
890	1657	202
891	1658	200
892	1660	198
893	1662	197
894	1663	195
895	1665	193
896	1667	191
897	1668	189
898	1669	187
899	1672	185
900	1673	183
901	1675	181
902	1676	180
903	1678	178
904	1679	176
905	1681	174
906	1682	172
907	1684	170
908	1685	168
909	1687	166
910	1689	165
911	1690	163
912	1692	161
913	1694	159
914	1695	157
915	1697	155
916	1699	153
917	1701	151
918	1702	150
919	1704	148
920	1705	146
921	1707	144
922	1708	142
923	1710	140
924	1711	138
925	1713	136
926	1714	135
927	1716	133
928	1717	131
929	1719	129
930	1720	127
931	1722	125
932	1723	123
933	1724	121
934	1726	120
935	1728	118
936	1730	116
937	1731	114
938	1733	112
939	1735	110
940	1737	108
941	1739	107
942	1740	105
943	1742	103
944	1744	101
945	1745	99
946	1747	97
947	1748	95
948	1750	94
949	1752	92
950	1754	90
951	1755	88
952	1757	86
953	1759	84
954	1761	82
955	1762	81
956	1763	79
957	1765	77
958	1766	75
959	1768	73
960	1770	71
961	1771	69
962	1773	68
963	1774	66
964	1776	64
965	1777	62
966	1779	60
967	1780	58
968	1782	57
969	1783	55
970	1785	53
971	1787	51
972	1788	49
973	1790	47
974	1792	45
975	1794	44
976	1795	42
977	1796	40
978	1798	38
979	1800	36
980	1801	34
981	1803	33
982	1804	31
983	1806	29
984	1807	27
985	1808	25
986	1810	23
987	1811	22
988	1813	20
989	1815	18
990	1816	16
991	1817	14
992	1819	12
993	1820	10
994	1822	9
995	1823	7
996	1825	5
997	1827	3
998	1828	1
999	1830	0
